user_id,age,gender,height_cm,weight_kg,fitness_level,experience_months,consistency,previous_training,goals,preferred_duration,preferred_frequency,preferred_style,preferred_exercises,equipment,available_time,schedule_flexibility,limitations,recovery_capacity,energy_levels,stress_levels,sleep_quality,motivation_type,enjoyment_factors,preferred_intensity,bmi,exp_bin,primary_goal
U000493,51,Male,182,62,Beginner,5,1,Full Body,Strength,60-75 min,2,No preference,Bodyweight exercises,Garage Gym,60-90 min,3,Knee issues,3,2,4,3,Process-driven,Achievement,2,18.7,0-6,Strength
U000494,39,Male,195,61,Novice,16,3,Cardio-focused,Hypertrophy,60-75 min,3,Full Body,Free weights,Dumbbell Only,60-90 min,3,Wrist/elbow issues,2,4,4,3,Results-driven,Achievement,2,16.0,7-24,Hypertrophy
U000495,28,Female,154,49,Novice,24,2,None/Minimal,General Fitness,90+ min,3,No preference,"Compound movements,Olympic lifts",Garage Gym,90+ min,4,None,3,3,3,1,Process-driven,"Variety,Structure",4,20.7,7-24,General Fitness
U000496,54,Female,166,54,Intermediate,17,3,Push/Pull/Legs,Strength,75-90 min,5,Upper/Lower,Cardio,Garage Gym,90+ min,1,None,4,4,2,3,Social,"Achievement,Structure",2,19.6,7-24,Strength
U000497,62,Female,150,65,Beginner,4,3,Full Body,Weight Loss,45-60 min,2,Full Body,"Bodyweight exercises,Isolation exercises",At Home,45-60 min,4,None,3,3,2,3,Competition,Achievement,2,28.9,0-6,Weight Loss
U000498,57,Male,184,63,Beginner,3,2,None/Minimal,General Fitness,60-75 min,2,Full Body,"Free weights,Olympic lifts,Compound movements",At Home,45-60 min,1,None,3,3,2,3,Process-driven,Structure,2,18.6,0-6,General Fitness
U000499,41,Female,154,68,Novice,11,2,Other,Weight Loss,45-60 min,2,Full Body,"Free weights,Olympic lifts",Dumbbell Only,30-45 min,4,None,3,3,2,3,Competition,Achievement,1,28.7,7-24,Weight Loss
U000500,54,Male,189,69,Beginner,0,2,None/Minimal,General Fitness,30-45 min,2,Full Body,"Free weights,Cardio",Dumbbell Only,30-45 min,5,None,3,3,2,3,Competition,Variety,2,19.3,,General Fitness
U000501,45,Male,190,104,Intermediate,53,2,Upper/Lower,Athletic Performance,45-60 min,3,Push/Pull/Legs,"Compound movements,Bodyweight exercises",Full Gym,45-60 min,4,None,4,3,1,3,Social,Social,3,28.8,25-60,Athletic Performance
U000502,47,Female,181,67,Novice,5,4,Body Part Split,"Endurance,Athletic Performance",45-60 min,2,No preference,"Bodyweight exercises,Compound movements",Garage Gym,45-60 min,5,None,3,3,3,4,Results-driven,"Variety,Challenge",3,20.5,0-6,Endurance
U000503,42,Female,152,49,Beginner,1,1,Push/Pull/Legs,General Fitness,45-60 min,2,Body Part Split,"Bodyweight exercises,Free weights",At Home,60-90 min,3,None,3,4,2,4,Competition,Social,2,21.2,0-6,General Fitness
U000504,52,Female,180,67,Novice,21,2,Upper/Lower,"General Fitness,Athletic Performance",45-60 min,3,Upper/Lower,"Olympic lifts,Cardio",At Home,60-90 min,5,None,5,4,2,4,Social,Social,3,20.7,7-24,General Fitness
U000505,44,Male,184,62,Intermediate,55,4,Full Body,Strength,60-75 min,4,Body Part Split,"Free weights,Compound movements,Bodyweight exercises",At Home,60-90 min,1,None,4,3,2,4,Competition,"Social,Challenge",2,18.3,25-60,Strength
U000506,40,Female,173,57,Beginner,5,1,Full Body,Hypertrophy,30-45 min,5,Full Body,"Cardio,Compound movements",At Home,30-45 min,2,Wrist/elbow issues,3,3,4,1,Social,Social,3,19.0,0-6,Hypertrophy
U000507,42,Female,181,88,Beginner,1,3,Full Body,Weight Loss,60-75 min,3,Full Body,"Olympic lifts,Machine-based exercises",Dumbbell Only,60-90 min,2,None,2,3,4,2,Process-driven,"Achievement,Social",1,26.9,0-6,Weight Loss
U000508,44,Female,153,46,Novice,23,3,Full Body,Weight Loss,60-75 min,3,Full Body,"Machine-based exercises,Compound movements",Garage Gym,45-60 min,5,None,3,2,3,3,Process-driven,"Challenge,Social",2,19.7,7-24,Weight Loss
U000509,41,Male,181,73,Beginner,2,2,CrossFit/Functional Fitness,"Endurance,Athletic Performance",45-60 min,2,Push/Pull/Legs,"Compound movements,Olympic lifts",Garage Gym,45-60 min,1,None,2,2,2,4,Social,Achievement,3,22.3,0-6,Endurance
U000510,35,Male,171,84,Beginner,2,3,None/Minimal,Athletic Performance,45-60 min,3,Full Body,"Compound movements,Bodyweight exercises",At Home,45-60 min,3,None,4,4,2,3,Competition,Structure,2,28.7,0-6,Athletic Performance
U000511,19,Female,183,55,Beginner,0,1,Upper/Lower,"General Fitness,Athletic Performance",30-45 min,2,Full Body,"Bodyweight exercises,Free weights,Machine-based exercises",Garage Gym,30-45 min,1,None,2,1,4,3,Competition,"Social,Achievement",2,16.4,,General Fitness
U000512,38,Male,200,85,Advanced,103,5,Cardio-focused,Strength,30-45 min,5,Body Part Split,Bodyweight exercises,Garage Gym,30-45 min,2,None,1,2,5,2,Process-driven,"Challenge,Achievement",3,21.2,61-120,Strength
U000513,19,Female,181,73,Intermediate,23,4,Other,Weight Loss,45-60 min,5,Upper/Lower,"Bodyweight exercises,Cardio",Dumbbell Only,60-90 min,3,None,5,3,1,4,Results-driven,Challenge,4,22.3,7-24,Weight Loss
U000514,59,Female,153,56,Beginner,2,2,None/Minimal,Weight Loss,45-60 min,2,Full Body,"Compound movements,Isolation exercises",Dumbbell Only,60-90 min,5,None,2,2,3,2,Process-driven,Structure,1,23.9,0-6,Weight Loss
U000515,28,Male,165,98,Novice,11,3,Cardio-focused,Hypertrophy,30-45 min,4,Full Body,Isolation exercises,Full Gym,45-60 min,5,None,3,5,3,3,Competition,Challenge,2,36.0,7-24,Hypertrophy
U000516,45,Female,155,56,Beginner,2,3,None/Minimal,General Fitness,30-45 min,6,Upper/Lower,"Isolation exercises,Cardio,Compound movements",Dumbbell Only,30-45 min,4,None,5,4,2,4,Social,"Variety,Challenge",1,23.3,0-6,General Fitness
U000517,20,Female,155,70,Beginner,5,1,None/Minimal,Athletic Performance,75-90 min,3,No preference,"Bodyweight exercises,Cardio",At Home,60-90 min,3,None,2,3,1,3,Results-driven,Variety,2,29.1,0-6,Athletic Performance
U000518,35,Male,197,95,Novice,5,3,Full Body,Strength,45-60 min,2,Full Body,"Free weights,Isolation exercises",Dumbbell Only,45-60 min,3,Ankle issues,5,5,2,5,Process-driven,"Achievement,Variety",2,24.5,0-6,Strength
U000519,56,Male,194,79,Novice,12,1,Upper/Lower,Strength,45-60 min,2,No preference,"Free weights,Machine-based exercises,Bodyweight exercises",Garage Gym,30-45 min,3,None,3,3,2,3,Results-driven,"Achievement,Social",3,21.0,7-24,Strength
U000520,56,Female,155,45,Beginner,5,1,None/Minimal,Weight Loss,30-45 min,3,Upper/Lower,"Isolation exercises,Bodyweight exercises",Garage Gym,45-60 min,3,None,3,1,3,2,Process-driven,Challenge,1,18.7,0-6,Weight Loss
U000521,23,Male,180,104,Novice,13,5,Upper/Lower,"Hypertrophy,General Fitness",45-60 min,3,Full Body,"Free weights,Isolation exercises",Garage Gym,45-60 min,3,Wrist/elbow issues,4,5,1,5,Competition,Challenge,3,32.1,7-24,Hypertrophy
U000522,61,Male,180,96,Beginner,0,1,None/Minimal,General Fitness,60-75 min,3,Upper/Lower,Isolation exercises,At Home,60-90 min,3,None,3,5,2,5,Competition,Challenge,3,29.6,,General Fitness
U000523,33,Male,198,93,Intermediate,51,3,Sports-specific,Strength,75-90 min,3,Upper/Lower,"Free weights,Bodyweight exercises",At Home,60-90 min,3,Knee issues,5,5,2,5,Results-driven,"Variety,Challenge",3,23.7,25-60,Strength
U000524,46,Female,160,88,Novice,5,4,Upper/Lower,Weight Loss,45-60 min,4,Upper/Lower,"Cardio,Bodyweight exercises",Full Gym,45-60 min,4,Knee issues,5,4,3,4,Results-driven,Challenge,3,34.4,0-6,Weight Loss
U000525,19,Prefer not to say,162,91,Beginner,0,2,Upper/Lower,General Fitness,30-45 min,3,Upper/Lower,Machine-based exercises,Garage Gym,30-45 min,5,None,3,1,4,3,Process-driven,Social,5,34.7,,General Fitness
U000526,56,Male,183,101,Novice,16,2,Full Body,Strength,45-60 min,3,Upper/Lower,"Machine-based exercises,Isolation exercises",At Home,60-90 min,2,None,3,5,1,4,Process-driven,"Achievement,Social",4,30.2,7-24,Strength
U000527,53,Female,158,89,Intermediate,59,5,Body Part Split,Weight Loss,60-75 min,5,Upper/Lower,"Free weights,Machine-based exercises",Dumbbell Only,45-60 min,4,None,2,3,2,5,Competition,"Variety,Social",3,35.7,25-60,Weight Loss
U000528,52,Female,158,46,Intermediate,55,5,Full Body,Strength,60-75 min,3,Body Part Split,"Machine-based exercises,Bodyweight exercises",Garage Gym,60-90 min,1,Wrist/elbow issues,4,5,1,4,Competition,"Achievement,Variety",4,18.4,25-60,Strength
U000529,44,Male,185,78,Beginner,6,4,None/Minimal,"Weight Loss,General Fitness",60-75 min,2,Full Body,"Isolation exercises,Free weights",Full Gym,45-60 min,4,Wrist/elbow issues,2,2,4,1,Process-driven,Variety,2,22.8,0-6,Weight Loss
U000530,55,Female,162,73,Beginner,2,2,None/Minimal,Endurance,30-45 min,2,No preference,Compound movements,At Home,30-45 min,2,Hip issues,3,3,4,3,Social,"Achievement,Challenge",2,27.8,0-6,Endurance
U000531,43,Male,188,62,Beginner,2,2,None/Minimal,Strength,30-45 min,2,Full Body,"Cardio,Compound movements,Bodyweight exercises",Dumbbell Only,≤30 min,3,None,4,3,3,4,Process-driven,"Social,Achievement",2,17.5,0-6,Strength
U000532,22,Female,164,83,Novice,12,4,Push/Pull/Legs,Hypertrophy,60-75 min,3,Full Body,"Cardio,Compound movements,Bodyweight exercises",At Home,60-90 min,3,None,3,4,2,3,Competition,Variety,2,30.9,7-24,Hypertrophy
U000533,51,Female,156,77,Novice,20,1,None/Minimal,"Athletic Performance,Hypertrophy",45-60 min,4,Full Body,"Machine-based exercises,Free weights,Olympic lifts",At Home,45-60 min,2,None,3,3,3,3,Competition,"Achievement,Variety",3,31.6,7-24,Athletic Performance
U000534,49,Male,197,67,Novice,23,4,Push/Pull/Legs,Hypertrophy,45-60 min,3,Body Part Split,"Machine-based exercises,Compound movements",Full Gym,45-60 min,5,None,3,2,3,2,Results-driven,Challenge,2,17.3,7-24,Hypertrophy
U000535,47,Male,196,84,Beginner,0,1,Other,Strength,45-60 min,2,Full Body,"Free weights,Isolation exercises,Bodyweight exercises",Garage Gym,60-90 min,2,None,4,4,2,2,Results-driven,Challenge,4,21.9,,Strength
U000536,37,Female,153,90,Novice,7,5,None/Minimal,Endurance,45-60 min,4,No preference,"Machine-based exercises,Bodyweight exercises,Cardio",Full Gym,60-90 min,4,None,3,3,3,4,Competition,Challenge,3,38.4,7-24,Endurance
U000537,35,Female,158,63,Beginner,1,1,None/Minimal,Hypertrophy,45-60 min,2,No preference,Cardio,At Home,45-60 min,5,None,2,3,5,2,Social,"Achievement,Variety",2,25.2,0-6,Hypertrophy
U000538,38,Male,194,81,Novice,22,5,Push/Pull/Legs,"Hypertrophy,Athletic Performance",45-60 min,4,Full Body,"Compound movements,Free weights",Full Gym,60-90 min,2,None,5,3,1,5,Social,Challenge,3,21.5,7-24,Hypertrophy
U000539,36,Female,151,70,Novice,24,1,Cardio-focused,Hypertrophy,30-45 min,3,Upper/Lower,Free weights,At Home,30-45 min,2,None,2,4,4,2,Results-driven,Challenge,3,30.7,7-24,Hypertrophy
U000540,64,Male,171,110,Beginner,1,1,Push/Pull/Legs,Hypertrophy,30-45 min,3,No preference,"Compound movements,Machine-based exercises",Full Gym,30-45 min,5,None,4,4,2,4,Competition,"Variety,Achievement",2,37.6,0-6,Hypertrophy
U000541,47,Female,179,51,Novice,4,2,Push/Pull/Legs,General Fitness,30-45 min,3,Full Body,"Cardio,Machine-based exercises",Full Gym,45-60 min,2,None,4,4,4,3,Social,Variety,3,15.9,0-6,General Fitness
U000542,59,Male,191,74,Advanced,92,3,Push/Pull/Legs,Hypertrophy,75-90 min,4,Push/Pull/Legs,"Compound movements,Cardio",At Home,90+ min,5,None,4,4,2,3,Competition,Challenge,2,20.3,61-120,Hypertrophy
U000543,52,Female,159,55,Intermediate,17,4,Push/Pull/Legs,"Weight Loss,General Fitness",60-75 min,4,Push/Pull/Legs,Machine-based exercises,Garage Gym,45-60 min,2,None,4,4,2,4,Competition,Variety,4,21.8,7-24,Weight Loss
U000544,54,Male,189,105,Intermediate,46,4,Upper/Lower,Hypertrophy,45-60 min,4,Push/Pull/Legs,"Olympic lifts,Free weights",At Home,45-60 min,2,Shoulder issues,3,3,3,2,Results-driven,"Challenge,Achievement",5,29.4,25-60,Hypertrophy
U000545,51,Female,150,70,Beginner,1,1,Upper/Lower,Weight Loss,30-45 min,2,Full Body,Olympic lifts,Full Gym,30-45 min,4,None,3,3,4,2,Results-driven,Social,1,31.1,0-6,Weight Loss
U000546,37,Non-binary,179,72,Novice,4,3,Body Part Split,Hypertrophy,45-60 min,2,Upper/Lower,"Cardio,Compound movements",At Home,60-90 min,5,None,5,4,2,3,Process-driven,Challenge,3,22.5,0-6,Hypertrophy
U000547,56,Prefer not to say,175,90,Advanced,55,5,CrossFit/Functional Fitness,"Endurance,Strength",75-90 min,6,Upper/Lower,"Cardio,Olympic lifts",At Home,60-90 min,2,None,4,3,2,3,Results-driven,Achievement,4,29.4,25-60,Endurance
U000548,38,Male,183,105,Beginner,4,1,None/Minimal,"Weight Loss,Athletic Performance",30-45 min,2,No preference,"Machine-based exercises,Isolation exercises",Dumbbell Only,30-45 min,1,None,4,1,3,1,Social,Social,1,31.4,0-6,Weight Loss
U000549,49,Male,171,98,Novice,17,3,Full Body,"Strength,Endurance",30-45 min,3,Push/Pull/Legs,"Isolation exercises,Machine-based exercises,Compound movements",Dumbbell Only,30-45 min,2,None,4,4,2,4,Results-driven,Challenge,4,33.5,7-24,Strength
U000550,42,Female,164,77,Advanced,50,4,Body Part Split,"Weight Loss,Athletic Performance",45-60 min,5,Body Part Split,Isolation exercises,Garage Gym,45-60 min,2,Back issues,3,3,2,3,Competition,Challenge,4,28.6,25-60,Weight Loss
U000551,41,Female,173,53,Intermediate,20,4,Sports-specific,"Weight Loss,General Fitness",30-45 min,3,Push/Pull/Legs,Machine-based exercises,Full Gym,45-60 min,5,None,5,5,1,4,Results-driven,Social,1,17.7,7-24,Weight Loss
U000552,21,Male,186,95,Intermediate,46,4,Full Body,Strength,45-60 min,3,Push/Pull/Legs,"Isolation exercises,Machine-based exercises",Dumbbell Only,30-45 min,3,Shoulder issues,2,2,4,3,Results-driven,"Challenge,Achievement",3,27.5,25-60,Strength
U000553,65,Female,179,64,Novice,18,3,Upper/Lower,Weight Loss,45-60 min,3,Full Body,Cardio,Dumbbell Only,45-60 min,5,None,3,4,2,4,Process-driven,"Variety,Challenge",3,20.0,7-24,Weight Loss
U000554,57,Male,189,60,Beginner,0,1,Full Body,Weight Loss,45-60 min,2,Push/Pull/Legs,"Olympic lifts,Free weights,Isolation exercises",At Home,45-60 min,5,Wrist/elbow issues,2,3,4,3,Social,"Structure,Achievement",1,16.8,,Weight Loss
U000555,30,Male,189,69,Advanced,98,5,Body Part Split,"Endurance,Strength",75-90 min,6,Body Part Split,Compound movements,At Home,60-90 min,5,Hip issues,4,2,3,3,Results-driven,"Challenge,Social",3,19.3,61-120,Endurance
U000556,56,Male,185,87,Intermediate,44,4,Push/Pull/Legs,Hypertrophy,45-60 min,4,Push/Pull/Legs,"Olympic lifts,Compound movements",At Home,45-60 min,3,None,1,1,5,1,Competition,"Structure,Social",3,25.4,25-60,Hypertrophy
U000557,62,Male,180,95,Novice,15,4,CrossFit/Functional Fitness,Athletic Performance,45-60 min,5,Full Body,"Isolation exercises,Olympic lifts,Machine-based exercises",Garage Gym,45-60 min,1,Back issues,4,4,1,4,Results-driven,"Structure,Variety",2,29.3,7-24,Athletic Performance
U000558,46,Female,163,51,Beginner,3,3,Body Part Split,Weight Loss,45-60 min,2,Push/Pull/Legs,"Olympic lifts,Machine-based exercises,Compound movements",Dumbbell Only,30-45 min,5,None,3,3,4,2,Competition,Achievement,3,19.2,0-6,Weight Loss
U000559,58,Female,162,88,Novice,20,2,Body Part Split,General Fitness,75-90 min,3,Upper/Lower,"Compound movements,Cardio,Olympic lifts",At Home,60-90 min,1,Knee issues,4,4,1,3,Competition,"Challenge,Variety",3,33.5,7-24,General Fitness
U000560,53,Male,178,73,Novice,24,3,Cardio-focused,Hypertrophy,30-45 min,4,Full Body,Bodyweight exercises,At Home,45-60 min,1,None,2,1,5,2,Process-driven,Achievement,3,23.0,7-24,Hypertrophy
U000561,23,Female,160,86,Beginner,0,2,Full Body,"Athletic Performance,Strength",45-60 min,4,Full Body,"Free weights,Machine-based exercises",Full Gym,30-45 min,5,Ankle issues,1,1,5,2,Process-driven,Achievement,4,33.6,,Athletic Performance
U000562,41,Male,199,76,Intermediate,46,3,CrossFit/Functional Fitness,Strength,45-60 min,5,Body Part Split,"Machine-based exercises,Compound movements",Garage Gym,60-90 min,4,Wrist/elbow issues,3,4,4,2,Process-driven,"Social,Variety",4,19.2,25-60,Strength
U000563,30,Male,166,77,Intermediate,44,4,Push/Pull/Legs,Weight Loss,45-60 min,5,Full Body,"Cardio,Olympic lifts",Dumbbell Only,45-60 min,1,None,3,3,1,4,Social,Variety,4,27.9,25-60,Weight Loss
U000564,42,Female,174,71,Beginner,4,3,None/Minimal,General Fitness,30-45 min,3,Push/Pull/Legs,"Cardio,Machine-based exercises",Garage Gym,30-45 min,5,None,2,2,4,2,Results-driven,Achievement,2,23.5,0-6,General Fitness
U000565,65,Male,171,76,Beginner,2,1,None/Minimal,General Fitness,75-90 min,3,No preference,"Compound movements,Machine-based exercises",Garage Gym,60-90 min,2,None,5,5,2,5,Competition,"Variety,Challenge",1,26.0,0-6,General Fitness
U000566,21,Male,184,80,Intermediate,35,2,CrossFit/Functional Fitness,"Strength,Athletic Performance",45-60 min,4,Push/Pull/Legs,Cardio,Garage Gym,60-90 min,5,None,4,3,2,4,Social,Challenge,3,23.6,25-60,Strength
U000567,58,Female,180,47,Advanced,94,4,Upper/Lower,"Weight Loss,General Fitness",60-75 min,5,Push/Pull/Legs,Isolation exercises,At Home,60-90 min,4,None,3,4,1,4,Results-driven,"Variety,Social",5,14.5,61-120,Weight Loss
U000568,19,Male,170,98,Advanced,41,5,Upper/Lower,Hypertrophy,30-45 min,6,Push/Pull/Legs,"Olympic lifts,Bodyweight exercises",Dumbbell Only,45-60 min,3,None,1,3,4,3,Competition,"Variety,Achievement",3,33.9,25-60,Hypertrophy
U000569,54,Male,173,104,Beginner,3,2,Full Body,"General Fitness,Endurance",30-45 min,3,Full Body,"Olympic lifts,Isolation exercises",At Home,30-45 min,4,None,3,3,2,3,Competition,"Variety,Challenge",3,34.7,0-6,General Fitness
U000570,56,Female,182,62,Advanced,82,3,Push/Pull/Legs,Strength,75-90 min,4,Body Part Split,"Machine-based exercises,Bodyweight exercises",Dumbbell Only,60-90 min,5,None,3,3,2,4,Results-driven,Social,4,18.7,61-120,Strength
U000571,29,Male,200,69,Intermediate,19,4,Upper/Lower,Strength,30-45 min,4,Upper/Lower,"Isolation exercises,Bodyweight exercises",Garage Gym,30-45 min,1,Knee issues,2,3,4,2,Competition,Challenge,3,17.2,7-24,Strength
U000572,46,Male,171,72,Beginner,0,3,Full Body,Strength,30-45 min,2,No preference,"Compound movements,Free weights,Machine-based exercises",Full Gym,30-45 min,1,Back issues,3,3,2,2,Results-driven,Achievement,3,24.6,,Strength
U000573,19,Male,170,64,Intermediate,14,4,Body Part Split,Hypertrophy,30-45 min,4,No preference,"Cardio,Compound movements",Dumbbell Only,≤30 min,5,Shoulder issues,1,2,5,1,Competition,Social,4,22.1,7-24,Hypertrophy
U000574,44,Female,180,69,Novice,12,3,Upper/Lower,Weight Loss,60-75 min,3,Full Body,"Bodyweight exercises,Isolation exercises,Olympic lifts",Full Gym,45-60 min,4,None,4,3,3,3,Process-driven,Challenge,3,21.3,7-24,Weight Loss
U000575,55,Male,191,76,Advanced,99,5,Upper/Lower,Athletic Performance,75-90 min,6,Push/Pull/Legs,"Machine-based exercises,Isolation exercises,Olympic lifts",Garage Gym,60-90 min,2,None,1,3,4,2,Competition,"Structure,Challenge",4,20.8,61-120,Athletic Performance
U000576,30,Male,175,84,Intermediate,25,4,Push/Pull/Legs,"Hypertrophy,General Fitness",60-75 min,3,Body Part Split,"Machine-based exercises,Isolation exercises",Full Gym,60-90 min,5,None,1,1,5,1,Process-driven,Challenge,3,27.4,25-60,Hypertrophy
U000577,48,Male,198,105,Beginner,3,2,Sports-specific,Strength,30-45 min,4,Body Part Split,"Compound movements,Free weights",Full Gym,30-45 min,1,Ankle issues,3,3,3,5,Social,"Achievement,Structure",1,26.8,0-6,Strength
U000578,34,Male,198,70,Beginner,0,2,None/Minimal,Strength,30-45 min,3,Full Body,"Olympic lifts,Free weights,Cardio",At Home,30-45 min,5,None,4,4,3,4,Results-driven,Social,2,17.9,,Strength
U000579,45,Female,177,73,Beginner,4,2,Body Part Split,"Weight Loss,Hypertrophy",30-45 min,3,Body Part Split,"Free weights,Cardio",Garage Gym,30-45 min,4,None,4,2,3,4,Process-driven,"Challenge,Variety",1,23.3,0-6,Weight Loss
U000580,27,Female,163,78,Advanced,115,4,Push/Pull/Legs,"Hypertrophy,Strength",60-75 min,5,No preference,Isolation exercises,Full Gym,60-90 min,4,Shoulder issues,3,2,3,2,Results-driven,"Achievement,Social",4,29.4,61-120,Hypertrophy
U000581,50,Male,183,106,Intermediate,44,4,Body Part Split,Strength,60-75 min,3,Push/Pull/Legs,"Compound movements,Free weights",Full Gym,60-90 min,2,None,3,2,4,2,Process-driven,Structure,2,31.7,25-60,Strength
U000582,51,Female,173,56,Intermediate,27,4,Body Part Split,General Fitness,75-90 min,4,Push/Pull/Legs,"Cardio,Bodyweight exercises,Machine-based exercises",At Home,60-90 min,1,None,2,2,3,1,Process-driven,Challenge,2,18.7,25-60,General Fitness
U000583,57,Female,177,55,Beginner,3,5,None/Minimal,"Weight Loss,General Fitness",30-45 min,2,Push/Pull/Legs,"Compound movements,Machine-based exercises",Garage Gym,30-45 min,5,None,5,5,2,4,Process-driven,"Variety,Structure",2,17.6,0-6,Weight Loss
U000584,19,Female,179,51,Novice,14,3,Full Body,Endurance,60-75 min,5,Upper/Lower,"Free weights,Machine-based exercises,Cardio",Garage Gym,60-90 min,2,Hip issues,2,3,5,2,Competition,Social,3,15.9,7-24,Endurance
U000585,30,Female,178,79,Intermediate,30,4,Body Part Split,Endurance,45-60 min,5,Push/Pull/Legs,"Cardio,Free weights",At Home,60-90 min,5,Hip issues,3,5,1,4,Social,"Structure,Challenge",4,24.9,25-60,Endurance
U000586,64,Non-binary,189,69,Beginner,6,2,None/Minimal,General Fitness,45-60 min,3,Full Body,"Compound movements,Isolation exercises",Garage Gym,45-60 min,4,Back issues,2,2,4,2,Results-driven,Social,1,19.3,0-6,General Fitness
U000587,38,Female,168,81,Beginner,5,1,Body Part Split,"General Fitness,Endurance",60-75 min,2,Full Body,Cardio,Full Gym,60-90 min,2,None,3,3,4,3,Competition,"Structure,Challenge",3,28.7,0-6,General Fitness
U000588,20,Male,170,62,Intermediate,35,2,Sports-specific,Strength,75-90 min,4,Body Part Split,Isolation exercises,At Home,60-90 min,5,None,2,2,4,3,Competition,Social,3,21.5,25-60,Strength
U000589,64,Female,170,85,Beginner,2,3,Full Body,General Fitness,90+ min,2,Upper/Lower,"Cardio,Olympic lifts,Bodyweight exercises",Dumbbell Only,90+ min,2,None,1,2,4,2,Social,Social,2,29.4,0-6,General Fitness
U000590,22,Male,168,102,Novice,6,2,Full Body,Strength,75-90 min,3,Upper/Lower,"Olympic lifts,Machine-based exercises,Isolation exercises",Full Gym,60-90 min,4,None,5,5,3,3,Competition,Variety,1,36.1,0-6,Strength
U000591,40,Female,166,57,Novice,23,1,Full Body,"Athletic Performance,Hypertrophy",45-60 min,3,Push/Pull/Legs,Bodyweight exercises,At Home,45-60 min,2,None,3,3,3,2,Process-driven,Achievement,2,20.7,7-24,Athletic Performance
U000592,26,Male,180,77,Beginner,1,1,Full Body,"Hypertrophy,Weight Loss",45-60 min,2,Full Body,Compound movements,Dumbbell Only,45-60 min,1,None,2,3,4,3,Process-driven,Social,2,23.8,0-6,Hypertrophy
U000593,42,Male,179,63,Intermediate,49,3,Push/Pull/Legs,Endurance,60-75 min,4,Push/Pull/Legs,"Compound movements,Isolation exercises",At Home,60-90 min,5,None,4,3,3,3,Competition,Achievement,5,19.7,25-60,Endurance
U000594,23,Female,151,47,Novice,6,3,Cardio-focused,Endurance,30-45 min,4,Upper/Lower,"Machine-based exercises,Cardio",At Home,45-60 min,2,None,3,4,3,2,Competition,Challenge,4,20.6,0-6,Endurance
U000595,61,Female,152,84,Beginner,6,2,None/Minimal,Weight Loss,60-75 min,2,Upper/Lower,"Bodyweight exercises,Free weights",Dumbbell Only,60-90 min,2,Wrist/elbow issues,2,3,3,3,Competition,"Challenge,Achievement",1,36.4,0-6,Weight Loss
U000596,52,Male,172,91,Beginner,4,1,None/Minimal,"General Fitness,Hypertrophy",45-60 min,2,No preference,Bodyweight exercises,At Home,60-90 min,1,None,4,4,1,4,Process-driven,"Variety,Structure",2,30.8,0-6,General Fitness
U000597,57,Male,168,96,Novice,14,2,Cardio-focused,"Endurance,Athletic Performance",45-60 min,3,Full Body,"Olympic lifts,Compound movements",Garage Gym,45-60 min,2,Wrist/elbow issues,3,2,4,3,Results-driven,Challenge,3,34.0,7-24,Endurance
U000598,23,Female,165,46,Novice,18,3,Push/Pull/Legs,"Strength,Endurance",60-75 min,4,Full Body,"Olympic lifts,Free weights,Machine-based exercises",At Home,60-90 min,4,None,2,2,3,2,Competition,"Variety,Structure",3,16.9,7-24,Strength
U000599,37,Female,161,69,Beginner,2,2,Cardio-focused,Hypertrophy,30-45 min,6,Push/Pull/Legs,"Machine-based exercises,Bodyweight exercises",At Home,≤30 min,4,None,4,4,2,3,Competition,"Achievement,Social",2,26.6,0-6,Hypertrophy
U000600,44,Female,174,89,Intermediate,28,4,Body Part Split,Strength,45-60 min,3,Body Part Split,Bodyweight exercises,Garage Gym,60-90 min,3,None,2,2,3,4,Results-driven,Structure,1,29.4,25-60,Strength
U000601,36,Female,167,77,Intermediate,21,4,Upper/Lower,"Athletic Performance,Endurance",60-75 min,3,Push/Pull/Legs,"Machine-based exercises,Bodyweight exercises",Full Gym,60-90 min,3,Shoulder issues,2,3,5,2,Results-driven,"Social,Variety",2,27.6,7-24,Athletic Performance
U000602,30,Female,185,79,Beginner,6,1,Push/Pull/Legs,"General Fitness,Weight Loss",75-90 min,6,Full Body,"Compound movements,Machine-based exercises,Isolation exercises",Dumbbell Only,60-90 min,1,None,3,4,2,3,Results-driven,"Challenge,Structure",2,23.1,0-6,General Fitness
U000603,21,Female,161,75,Intermediate,60,2,Upper/Lower,Athletic Performance,60-75 min,4,Full Body,"Bodyweight exercises,Free weights,Isolation exercises",Dumbbell Only,60-90 min,1,Wrist/elbow issues,5,3,4,4,Process-driven,Social,3,28.9,25-60,Athletic Performance
U000604,26,Male,197,68,Novice,11,3,Other,Strength,75-90 min,4,Full Body,"Cardio,Isolation exercises,Compound movements",At Home,60-90 min,5,None,3,3,3,4,Social,Structure,3,17.5,7-24,Strength
U000605,32,Female,179,66,Beginner,0,5,Upper/Lower,"Endurance,General Fitness",30-45 min,3,No preference,"Machine-based exercises,Cardio",Garage Gym,30-45 min,4,None,4,3,4,3,Process-driven,Variety,1,20.6,,Endurance
U000606,49,Male,174,105,Beginner,6,1,Full Body,General Fitness,30-45 min,2,Full Body,"Cardio,Free weights",Dumbbell Only,≤30 min,1,None,2,2,3,2,Competition,Social,4,34.7,0-6,General Fitness
